2514,2
1496,1
2593,3
1905,2
2857,3
3153,3
3946,4
2714,3
3181,3
2398,2
2703,3
219,0
174,0
1798,2
3908,4
1727,2
1168,1
3544,4
1208,1
3852,4
3452,4
3639,4
2856,3
871,1
243,0
3343,4
2742,3
3241,3
3131,3
2070,2
3709,4
1198,1
1924,2
347,0
2949,3
1270,1
2629,3
1428,1
958,1
2897,3
3537,4
1159,1
3207,3
1085,1
3386,4
269,0
3240,3
2402,2
283,0
3082,3
3082,4
644,0
644,4
252,0
3146,3
2531,2
1293,1
3572,4
3545,4
3780,1
3780,4
3862,4
3937,4
3553,4
2159,2
3812,4
355,0
2912,3
3532,4
1809,2
92,0
3822,4
275,0
330,0
3048,3
1433,1
3169,3
180,0
621,0
3558,4
3481,4
3936,4
3258,1
3258,2
3258,4
1866,2
105,0
2939,3
1689,2
2091,2
3761,0
3761,4
1131,1
790,1
27,0
3138,3
1018,1
1336,1
2576,3
3756,4
3406,4
2369,2
1167,1
1403,1
3076,3
3724,4
78,0
3713,4
161,0
3928,4
1865,2
3686,4
2341,2
1463,1
1368,1
810,1
393,0
3364,4
3707,4
1225,1
1988,2
193,0
3732,4
292,0
660,0
353,0
524,0
576,0
1716,2
3670,4
1968,2
3108,3
2969,3
1584,1
3472,1
883,1
2826,3
3338,0
2396,2
3693,4
3559,4
24,0
1983,2
1725,2
1643,2
1575,1
537,0
641,0
462,0
3869,4
369,0
3665,0
3665,4
661,0
2287,2
2596,3
146,0
2066,2
1639,2
984,1
1426,1
1173,1
1560,1
3642,3
2315,2
3030,3
652,0
1046,4
1580,1
999,1
3136,3
3568,4
2034,0
1023,1
751,1
3945,4
2561,3
3502,4
1831,2
647,0
3727,4
36,0
1177,1
337,0
337,4
701,0
1232,1
1778,2
3703,4
3359,4
3283,4
486,0
3129,3
2386,2
1578,1
1952,2
2383,0
2383,2
743,1
3890,4
2304,2
1515,1
426,0
2667,3
291,0
3539,4
420,0
3868,4
2321,2
886,1
1327,1
2997,3
3476,4
3808,4
972,1
3173,3
2470,2
899,4
884,1
2271,2
1229,1
2300,2
2767,3
3234,3
1174,1
2417,2
3352,4
3736,4
332,0
2118,2
1500,1
1869,2
755,1
3857,4
3078,3
2166,2
400,0
13,0
1164,1
595,0
2505,2
2981,3
2825,3
2088,2
3719,1
3793,4
1483,1
1944,2
3465,4
2374,2
3312,3
1257,1
3571,4
1438,1
768,1
2493,2
2921,3
1339,1
2098,2
2528,2
2951,3
2699,3
3972,4
1039,1
1606,2
2328,2
1330,1
392,0
2935,3
1511,1
2817,3
3699,0
2035,2
3892,4
1405,1
319,0
1878,2
920,1
723,1
1126,1
3398,4
3628,4
158,0
634,0
968,1
3771,4
2782,3
645,0
1950,2
1810,2
2302,2
519,0
1253,1
3919,4
1888,2
276,0
3733,4
2261,2
1320,1
2637,3
341,0
3013,3
1123,1
259,0
1160,1
3428,4
344,0
1605,2
260,0
3754,4
1946,2
2087,2
2795,3
1680,2
2219,2
